booking_id,tourist_country,hotel_city,arrival_date,hotel_stars,meal_plan,room_type,nights,price_per_night,transport_type,booking_channel
B0299,India,Kandy ,2024-08-22,3,Half Board,Standard,7,7329.0,Bus,Agent
B0300,Germany,Colombo,2024-03-27,5,Breakfast,Suite,7,26317.0,Flight,Agent
B0301,India,Negombo,2024-07-15,3,Room Only,Standard,6,7796.0,Flight,Direct
B0302,  UK  ,Colombo ,2024-05-07,3,Half Board,Deluxe,2,7364.0,Bus,Agent
B0303,Australia,Kandy,2024-09-23,5,Half Board,Suite,6,27477.0,Bus,Travel Agency
B0304,Australia,Negombo,2024-07-25,3,Breakfast,Standard,6,8775.0,Train,Online
B0305,  India  ,Galle,2024-01-20,4,Half Board,Budget,5,16484.0,Flight,Online
B0306,India,Colombo,2024-05-09,4,Breakfast,Standard,6,15557.0,Flight,Direct
B0307,Germany,Kandy,2024-12-24,3,Full Board,Budget,5,8350.0,Flight,Direct
B0308,UK,Colombo,2024-05-14,5,Breakfast,Deluxe,6,24548.0,Train,Online
B0309,China,Kandy,2024-04-30,3,Room Only,Budget,1,8536.0,Taxi,Agent
B0310,UK,Galle,2024-05-11,5,Breakfast,Suite,3,23820.0,Flight,Online
B0311,France,Kandy,2024-12-12,4,Full Board,Budget,1,16053.0,Flight,Online
B0312,UK,Kandy,2024-08-12,5,Half Board,Budget,3,26574.0,Train,Online
B0313,India,Kandy,2024-09-01,4,Breakfast,Budget,2,15588.0,Flight,Agent
B0314,Germany,Kandy,2024-08-12,3,Full Board,Deluxe,5,7246.0,Train,Travel Agency
B0315,India,Colombo,2024-05-13,5,Half Board,Budget,6,26841.0,Train,Direct
B0316,China,Kandy,2024-05-07,4,Half Board,Suite,2,16017.0,Flight,Online
B0317,France,Negombo,2024-03-25,3,Full Board,Deluxe,2,7729.0,Bus,Online
B0318,India,Galle,2024-02-10,4,Full Board,Suite,1,16069.0,Taxi,Direct
B0319,China,Colombo,2024-07-30,3,Room Only,Budget,7,8166.0,Bus,Agent
B0320,  India  ,Galle,2024-04-24,4,Half Board,Suite,6,15471.0,Taxi,Online
B0321,UK,Kandy,2024-11-20,4,Half Board,Budget,1,16190.0,Taxi,Agent
B0322,India,Colombo,2024-04-10,3,Room Only,Suite,2,7931.0,Train,Direct
B0323,  Australia  ,Galle,2024-10-28,3,Full Board,Suite,6,8142.0,Train,Travel Agency
B0324,Germany,Kandy,2024-10-26,4,Breakfast,Standard,6,15945.0,Flight,Travel Agency
B0325,India,Negombo,2024-08-02,5,Breakfast,Deluxe,4,27317.0,Bus,Travel Agency
B0326,China,Negombo,2024-09-19,4,Half Board,Standard,2,14129.0,Bus,Direct
B0327,USA,Negombo,2024-04-01,5,Half Board,Budget,7,24261.0,Taxi,Travel Agency
B0328,Germany,Negombo,2024-08-04,3,Room Only,Budget,4,7432.0,Flight,Agent
B0329,Russia,Galle,2024-03-15,3,Half Board,Standard,7,8065.0,Bus,Travel Agency
B0330,USA,Negombo,2024-11-27,5,Full Board,Standard,5,26421.0,Bus,Online
B0331,Russia,Negombo,2024-06-09,5,Room Only,Budget,6,23756.0,Taxi,Agent
B0332,China,Galle,2024-10-06,5,Breakfast,Standard,3,24744.0,Flight,Agent
B0333,UK,Colombo,2024-05-22,5,Half Board,Standard,2,25419.0,Bus,Online
B0334,UK,Colombo,2024-06-14,5,Room Only,Deluxe,4,26449.0,Bus,Online
B0335,UK,Colombo,2024-02-04,5,Breakfast,Suite,5,25185.0,Flight,Direct
B0336,India,Kandy,2024-04-21,5,Full Board,Budget,1,25844.0,Taxi,Agent
B0337,China,Negombo,2024-12-15,4,Full Board,Budget,4,14269.0,Bus,Online
B0338,India,Galle,2024-08-16,4,Room Only,Deluxe,6,14077.0,Flight,Online
B0339,Germany,Colombo,2024-02-03,3,Breakfast,Suite,7,7366.0,Taxi,Online
B0340,Germany,Colombo,2024-02-14,3,Room Only,Standard,7,7603.0,Flight,Agent
B0341,Germany,Kandy ,2024-06-10,3,Full Board,Budget,5,7209.0,Flight,Online
B0342,Australia,Colombo ,2024-12-17,4,Room Only,Deluxe,7,16280.0,Taxi,Travel Agency
B0343,UK,Colombo,2024-07-19,5,Half Board,Standard,3,25886.0,Bus,Online
B0344,UK,Colombo,2024-11-01,4,Room Only,Deluxe,2,15744.0,Bus,Agent
B0345,Germany,Colombo ,2024-04-23,5,Half Board,Standard,1,23406.0,Flight,Travel Agency
B0346,China,Colombo ,2024-04-11,5,Full Board,Deluxe,3,23141.0,Train,Online
B0347,UK,Kandy,2024-06-17,5,Half Board,Standard,5,25334.0,Bus,Travel Agency
B0348,USA,Galle,2024-11-24,4,Half Board,Deluxe,2,15538.0,Bus,Travel Agency
B0349,India,Kandy,2024-03-30,5,Room Only,Deluxe,7,26632.0,Train,Direct
B0350,USA,Negombo,2024-09-16,5,Room Only,Suite,7,25450.0,Flight,Direct
B0351,Germany,Galle ,2024-07-06,4,Breakfast,Deluxe,2,14894.0,Flight,Travel Agency
B0352,UK,Negombo ,2024-11-10,5,Breakfast,Standard,4,23296.0,Train,Travel Agency
B0353,USA,Colombo,2024-05-15,4,Breakfast,Budget,6,14120.0,Bus,Travel Agency
B0354,UK,Negombo,2024-06-14,3,Half Board,Deluxe,5,8070.0,Train,Travel Agency
B0355,China,Galle,2024-09-21,4,Full Board,Standard,5,14717.0,Bus,Travel Agency
B0356,UK,Negombo,2024-08-13,3,Breakfast,Budget,5,8229.0,Train,Agent
B0357,USA,Colombo,2024-04-27,4,Half Board,Budget,4,15525.0,Taxi,Agent
B0358,India,Colombo,2024-03-06,5,Breakfast,Standard,6,25063.0,Train,Online
B0359,Germany,Kandy,2024-10-15,5,Room Only,Deluxe,1,23582.0,Taxi,Travel Agency
B0360,China,Galle,2024-04-03,5,Half Board,Standard,6,25927.0,Taxi,Online
B0361,UK,Colombo,2024-09-15,5,Full Board,Standard,5,22981.0,Taxi,Online
B0362,USA,Colombo,2024-12-03,3,Room Only,Suite,5,7873.0,Flight,Travel Agency
B0363,USA,Kandy,2024-10-28,5,Room Only,Suite,2,23772.0,Train,Online
B0364,India,Colombo,2024-12-29,5,Room Only,Budget,5,22535.0,Train,Direct
B0365,India,Kandy,2024-05-13,5,Full Board,Deluxe,5,23877.0,Taxi,Agent
B0366,Germany,Kandy,2024-10-11,4,Half Board,Deluxe,5,14533.0,Taxi,Agent
B0367,USA,Kandy,2024-12-24,3,Room Only,Standard,5,7840.0,Bus,Online
B0368,UK,Colombo,2024-03-15,4,Full Board,Budget,1,14289.0,Bus,Online
B0369,  Australia  ,Kandy,2024-12-01,5,Half Board,Budget,7,26601.0,Taxi,Travel Agency
B0370,Australia,Kandy ,2024-04-09,3,Breakfast,Standard,6,7257.0,Train,Online
B0371,India,Kandy,2024-12-08,4,Full Board,Standard,5,13546.0,Flight,Online
B0372,Germany,Kandy,2024-06-26,4,Breakfast,Standard,4,16289.0,Flight,Direct
B0373,Germany,Kandy,2024-06-23,3,Half Board,Deluxe,6,7908.0,Taxi,Travel Agency
B0374,Russia,Kandy,2024-08-23,5,Room Only,Suite,1,23789.0,Taxi,Agent
B0375,  India  ,Negombo,2024-09-21,5,Room Only,Deluxe,2,23936.0,Taxi,Direct
B0376,Germany,Kandy,2024-10-20,4,Breakfast,Standard,4,15711.0,Train,Agent
B0377,UK,Colombo,2024-11-12,4,Breakfast,Budget,1,16260.0,Taxi,Online
B0378,UK,Kandy,2024-11-13,4,Full Board,Deluxe,4,14048.0,Bus,Travel Agency
B0379,UK,Galle,2024-09-01,5,Room Only,Deluxe,4,26802.0,Train,Travel Agency
B0380,Germany,Galle,2024-01-07,5,Breakfast,Suite,5,23003.0,Bus,Direct
B0381,India,Negombo,2024-06-24,4,Breakfast,Suite,4,14131.0,Bus,Direct
B0382,UK,Colombo,2024-10-21,5,Breakfast,Budget,6,23849.0,Train,Travel Agency
B0383,France,Galle,2024-08-30,3,Breakfast,Suite,4,7415.0,Bus,Travel Agency
B0384,Germany,Kandy,2024-12-19,3,Room Only,Standard,7,7606.0,Flight,Travel Agency
B0385,India,Kandy,2024-05-11,4,Room Only,Suite,1,14553.0,Train,Agent
B0386,India,Kandy,2024-08-16,3,Full Board,Deluxe,4,8210.0,Train,Agent
B0387,India,Kandy,2024-07-26,3,Room Only,Standard,3,7565.0,Bus,Direct
B0388,India,Negombo,2024-07-04,5,Full Board,Suite,2,23419.0,Flight,Agent
B0389,  Australia  ,Galle,2024-02-10,3,Breakfast,Suite,1,7352.0,Taxi,Online
B0390,USA,Colombo,2024-05-14,5,Breakfast,Budget,6,27157.0,Taxi,Direct
B0391,India,Colombo,2024-09-26,3,Room Only,Budget,6,7770.0,Bus,Travel Agency
B0392,Australia,Kandy,2024-03-10,5,Breakfast,Suite,6,26244.0,Taxi,Direct
B0393,UK,Colombo,2024-06-06,4,Full Board,Deluxe,2,14410.0,Flight,Agent
B0394,UK,Negombo,2024-09-01,4,Room Only,Suite,7,14378.0,Train,Online
B0395,Australia,Kandy,2024-05-07,3,Full Board,Suite,2,7620.0,Taxi,Agent
B0396,China,Galle,2024-05-19,4,Half Board,Suite,2,16060.0,Train,Agent
B0397,China,Colombo,2024-11-14,4,Breakfast,Deluxe,1,13956.0,Flight,Agent
B0398,UK,Kandy,2024-01-05,3,Room Only,Standard,1,7989.0,Bus,Travel Agency
B0399,Russia,Kandy,2024-01-17,4,Room Only,Standard,1,14299.0,Taxi,Online
B0400,Australia,Colombo ,2024-07-14,3,Room Only,Standard,4,8433.0,Taxi,Agent
B0401,Germany,Galle,2024-09-23,5,Breakfast,Suite,4,25907.0,Bus,Direct
B0402,USA,Kandy,2024-03-03,4,Full Board,Deluxe,2,14581.0,Flight,Agent
B0403,India,Colombo,2024-05-21,5,Room Only,Suite,7,23715.0,Flight,Travel Agency
B0404,USA,Colombo,2024-09-12,3,Half Board,Budget,1,7768.0,Train,Online
B0405,Russia,Galle,2024-06-26,4,Breakfast,Budget,6,14633.0,Train,Direct
B0406,India,Colombo,2024-12-22,4,Breakfast,Standard,5,14542.0,Taxi,Direct
B0407,  France  ,Colombo,2024-09-28,3,Full Board,Deluxe,7,7621.0,Bus,Travel Agency
B0408,India,Colombo,2024-01-10,5,Half Board,Standard,3,26105.0,Taxi,Agent
B0409,Germany,Kandy,2024-06-14,4,Half Board,Budget,1,15069.0,Flight,Online
B0410,France,Colombo,2024-09-05,3,Room Only,Budget,5,8226.0,Taxi,Travel Agency
B0411,India,Kandy ,2024-11-06,5,Room Only,Budget,2,25778.0,Flight,Travel Agency
B0412,  Germany  ,Negombo,2024-07-31,4,Room Only,Deluxe,5,13621.0,Flight,Direct
B0413,Germany,Colombo,2024-04-28,5,Full Board,Standard,2,25130.0,Train,Agent
B0414,USA,Galle,2024-10-22,4,Full Board,Suite,1,14000.0,Train,Travel Agency
B0415,Germany,Kandy,2024-06-29,4,Half Board,Deluxe,4,15792.0,Taxi,Direct
B0416,UK,Galle,2024-05-10,4,Full Board,Suite,4,13500.0,Flight,Direct
B0417,  Russia  ,Colombo,2024-06-02,3,Breakfast,Deluxe,1,8434.0,Bus,Agent
B0418,UK,Colombo,2024-10-25,3,Breakfast,Deluxe,7,7680.0,Taxi,Agent
B0419,USA,Colombo,2024-12-19,5,Room Only,Deluxe,1,26153.0,Taxi,Online
B0420,  India  ,Negombo,2024-08-10,4,Room Only,Standard,6,15458.0,Flight,Travel Agency
B0421,India,Kandy,2024-06-16,5,Breakfast,Standard,1,25868.0,Taxi,Travel Agency
B0422,UK,Kandy,2024-07-20,3,Breakfast,Deluxe,1,7961.0,Flight,Travel Agency
B0423,India,Galle,2024-03-10,4,Breakfast,Suite,4,15456.0,Train,Agent
B0424,India,Galle,2024-10-21,3,Room Only,Suite,4,7784.0,Train,Direct
B0425,USA,Colombo,2024-06-28,5,Full Board,Standard,4,22724.0,Train,Agent
B0426,USA,Colombo ,2024-01-28,3,Breakfast,Deluxe,1,7749.0,Flight,Direct
B0427,UK,Kandy,2024-04-14,5,Half Board,Suite,5,26149.0,Train,Online
B0428,Germany,Colombo,2024-01-31,4,Breakfast,Deluxe,1,14894.0,Flight,Online
B0429,France,Galle,2024-02-25,3,Half Board,Suite,2,8767.0,Flight,Direct
B0430,UK,Colombo,2024-08-22,5,Room Only,Budget,2,27111.0,Bus,Direct
B0431,UK,Galle,2024-06-30,5,Half Board,Standard,5,23879.0,Flight,Direct
B0432,France,Colombo,2024-10-11,4,Breakfast,Standard,3,16191.0,Train,Online
B0433,China,Negombo,2024-12-17,3,Full Board,Standard,5,7444.0,Bus,Direct
B0434,China,Kandy,2024-12-16,3,Breakfast,Deluxe,6,8328.0,Train,Travel Agency
B0435,UK,Negombo,2024-03-21,4,Room Only,Budget,2,14452.0,Train,Online
B0436,  India  ,Kandy,2024-08-14,5,Half Board,Standard,7,23439.0,Train,Agent
B0437,China,Kandy,2024-11-09,3,Breakfast,Standard,6,7241.0,Flight,Travel Agency
B0438,Germany,Kandy,2024-04-04,4,Full Board,Suite,2,13991.0,Train,Online
B0439,Australia,Negombo,2024-04-23,5,Breakfast,Standard,1,23385.0,Taxi,Travel Agency
B0440,Australia,Kandy,2024-01-22,5,Full Board,Deluxe,4,25557.0,Flight,Online
B0441,UK,Negombo,2024-09-22,5,Full Board,Budget,5,24436.0,Flight,Agent
B0442,India,Galle,2024-08-24,3,Full Board,Deluxe,5,8670.0,Train,Travel Agency
B0443,USA,Colombo,2024-10-26,5,Breakfast,Suite,4,24117.0,Flight,Agent
B0444,Australia,Negombo,2024-02-16,4,Half Board,Standard,6,15699.0,Flight,Online
B0445,UK,Galle,2024-09-18,5,Breakfast,Suite,5,24403.0,Train,Direct
B0446,UK,Negombo,2024-04-01,5,Room Only,Suite,3,24047.0,Taxi,Direct
B0447,UK,Colombo,2024-11-14,4,Room Only,Suite,4,16066.0,Flight,Travel Agency
B0448,Germany,Kandy ,2024-02-10,5,Room Only,Standard,-5,-23890.0,Train,Online
B0449,India,Colombo,2024-01-17,5,Half Board,Deluxe,1,22745.0,Taxi,Agent
B0450,China,Galle,2024-10-20,5,Breakfast,Suite,6,25394.0,Flight,Online
B0451,Australia,Galle,2024-08-06,5,Room Only,Deluxe,4,23172.0,Bus,Direct
B0452,China,Kandy,2024-02-25,5,Room Only,Suite,6,25943.0,Bus,Travel Agency
B0453,Germany,Negombo ,2024-06-30,3,Full Board,Suite,4,8492.0,Train,Direct
B0454,  UK  ,Kandy,2024-03-01,5,Breakfast,Suite,4,22727.0,Bus,Agent
B0455,India,Galle,2024-06-06,4,Half Board,Budget,1,15557.0,Bus,Travel Agency
B0456,UK,Colombo,2024-06-18,4,Full Board,Suite,7,13606.0,Train,Travel Agency
B0457,France,Negombo,2024-08-24,4,Room Only,Deluxe,5,15674.0,Bus,Online
B0458,USA,Negombo,2024-06-30,3,Breakfast,Deluxe,7,,Taxi,Agent
B0459,Germany,Negombo,2024-06-06,5,Half Board,Budget,3,24569.0,Taxi,Agent
B0460,India,Kandy,2024-03-30,3,Half Board,Budget,7,7523.0,Flight,Travel Agency
B0461,Australia,Colombo ,2024-06-23,4,Half Board,Deluxe,2,15808.0,Flight,Agent
B0462,India,Negombo ,2024-02-29,3,Half Board,Budget,6,8556.0,Flight,Direct
B0463,Germany,Galle,2024-06-08,3,Half Board,Standard,3,7520.0,Bus,Direct
B0464,China,Colombo,2024-03-21,4,Room Only,Budget,5,15178.0,Flight,Agent
B0465,  India  ,Negombo ,2024-05-25,5,Breakfast,Standard,1,24056.0,Bus,Travel Agency
B0466,Australia,Colombo,2024-07-15,3,Room Only,Suite,4,7486.0,Taxi,Direct
B0467,USA,Galle,2024-09-30,3,Full Board,Standard,1,8500.0,Taxi,Online
B0468,USA,Kandy ,2024-04-28,3,Breakfast,Deluxe,3,7827.0,Bus,Direct
B0469,Germany,Kandy,2024-08-24,3,Half Board,Deluxe,5,8119.0,Flight,Travel Agency
B0470,India,Kandy,2024-06-03,5,Full Board,Suite,5,24567.0,Train,Agent
B0471,India,Galle,2024-10-29,4,Full Board,Deluxe,5,15582.0,Train,Online
B0472,  France  ,Colombo,2024-11-01,4,Half Board,Budget,7,14835.0,Bus,Travel Agency
B0473,France,Galle,2024-07-13,4,Full Board,Budget,1,14152.0,Train,Online
B0474,Germany,Colombo,2024-11-11,5,Full Board,Standard,2,25907.0,Bus,Direct
B0475,India,Negombo ,2024-08-10,5,Half Board,Budget,5,22540.0,Taxi,Agent
B0476,Australia,Negombo,2024-01-01,5,Half Board,Budget,7,23911.0,Flight,Agent
B0477,China,Galle,2024-07-26,4,Full Board,Standard,6,14020.0,Train,Agent
B0478,India,Kandy,2024-05-27,5,Breakfast,Standard,1,22858.0,Flight,Agent
B0479,India,Negombo,2024-02-13,3,Full Board,Suite,7,8312.0,Taxi,Agent
B0480,France,Kandy,2024-04-25,3,Full Board,Budget,5,7997.0,Train,Direct
B0481,India,Negombo,2024-10-17,4,Half Board,Budget,5,14944.0,Flight,Agent
B0482,France,Galle,2024-05-23,4,Room Only,Budget,2,14917.0,Flight,Direct
B0483,Germany,Colombo,2024-08-20,5,Full Board,Deluxe,4,24264.0,Bus,Direct
B0484,Germany,Colombo,2024-10-15,4,Room Only,Suite,5,14007.0,Flight,Direct
B0485,  India  ,Colombo,2024-09-15,3,Half Board,Deluxe,2,8185.0,Bus,Direct
B0486,UK,Kandy,2024-03-18,5,Full Board,Deluxe,7,23376.0,Train,Travel Agency
B0487,UK,Negombo,2024-03-15,5,Breakfast,Suite,7,27467.0,Taxi,Agent
B0488,UK,Kandy,2024-06-25,3,Half Board,Budget,1,7468.0,Taxi,Travel Agency
B0489,USA,Kandy,2024-07-13,5,Full Board,Suite,3,23225.0,Taxi,Online
B0490,India,Colombo,2024-09-28,5,Room Only,Budget,5,25687.0,Taxi,Direct
B0491,UK,Galle,2024-07-19,4,Breakfast,Standard,5,14512.0,Train,Direct
B0492,France,Colombo ,2024-02-20,5,Room Only,Suite,3,23597.0,Bus,Direct
B0493,UK,Negombo,2024-12-02,3,Room Only,Budget,1,8570.0,Train,Travel Agency
B0494,Germany,Negombo,2024-02-26,5,Breakfast,Deluxe,3,24834.0,Flight,Travel Agency
B0495,India,Negombo ,2024-06-14,4,Breakfast,Budget,3,15831.0,Taxi,Travel Agency
B0496,Russia,Colombo,2024-08-13,3,Full Board,Standard,5,7828.0,Taxi,Online
B0497,  UK  ,Kandy,2024-08-14,5,Half Board,Budget,1,22864.0,Bus,Travel Agency
B0498,China,Colombo,2024-01-20,5,Full Board,Deluxe,2,26000.0,Taxi,Online
B0499,Germany,Kandy,2024-02-05,5,Breakfast,Budget,4,27270.0,Taxi,Online
B0500,India,Galle,2024-07-24,3,Room Only,Deluxe,5,8565.0,Bus,Online
B0501,India,Colombo,2024-10-10,3,Full Board,Standard,3,8313.0,Flight,Direct
B0502,India,Colombo,2024-01-19,3,Room Only,Standard,4,,Bus,Travel Agency
B0503,India,Negombo,2024-01-19,4,Room Only,Deluxe,7,15663.0,Taxi,Online
B0504,Germany,Negombo,2024-10-01,3,Breakfast,Budget,1,8376.0,Taxi,Online
B0505,UK,Galle,2024-03-07,3,Breakfast,Budget,3,8513.0,Flight,Travel Agency
B0506,UK,Galle,2024-02-28,4,Breakfast,Budget,7,14107.0,Bus,Travel Agency
B0507,Germany,Colombo,2024-04-19,3,Breakfast,Deluxe,1,7393.0,Train,Travel Agency
B0508,  UK  ,Colombo,2024-10-24,3,Breakfast,Budget,7,8555.0,Taxi,Agent
B0509,UK,Colombo,2024-02-15,5,Half Board,Suite,6,26537.0,Taxi,Agent
B0510,Germany,Kandy ,2024-03-30,5,Room Only,Standard,6,24999.0,Flight,Direct
B0511,  UK  ,Colombo,2024-09-28,3,Half Board,Standard,4,8432.0,Train,Direct
B0512,UK,Galle,2024-08-30,4,Breakfast,Standard,6,16268.0,Flight,Direct
B0513,India,Galle ,2024-08-20,3,Room Only,Budget,5,7481.0,Flight,Travel Agency
B0514,UK,Kandy,2024-10-23,4,Full Board,Standard,6,15530.0,Bus,Agent
B0515,UK,Galle,2024-04-12,4,Breakfast,Budget,4,15255.0,Flight,Travel Agency
B0516,Germany,Kandy ,2024-03-10,4,Breakfast,Deluxe,3,14106.0,Train,Online
B0517,UK,Negombo,2024-08-22,4,Breakfast,Deluxe,2,16159.0,Train,Agent
B0518,UK,Kandy,2024-09-24,4,Breakfast,Suite,7,14888.0,Flight,Travel Agency
B0519,India,Kandy,2024-10-29,3,Room Only,Suite,1,7264.0,Taxi,Online
B0520,France,Galle,2024-02-20,4,Full Board,Standard,1,15175.0,Flight,Travel Agency
B0521,India,Kandy,2024-02-16,3,Full Board,Deluxe,2,8325.0,Flight,Travel Agency
B0522,USA,Colombo,2024-07-08,5,Full Board,Budget,7,25636.0,Taxi,Direct
B0523,USA,Galle,2024-11-09,5,Breakfast,Budget,5,26904.0,Flight,Direct
B0524,India,Kandy,2024-07-06,4,Breakfast,Budget,5,15628.0,Train,Agent
B0525,UK,Kandy ,2024-10-24,5,Breakfast,Standard,3,24263.0,Bus,Travel Agency
B0526,India,Kandy,2024-09-26,3,Full Board,Deluxe,4,8193.0,Flight,Agent
B0527,UK,Negombo,2024-05-27,3,Room Only,Standard,3,7379.0,Train,Travel Agency
B0528,Russia,Colombo ,2024-08-01,5,Breakfast,Suite,3,24600.0,Flight,Direct
B0529,France,Galle,2024-09-23,5,Half Board,Suite,5,24213.0,Bus,Travel Agency
B0530,France,Kandy,2024-06-04,5,Breakfast,Deluxe,2,26446.0,Train,Travel Agency
B0531,France,Colombo,2024-05-25,4,Breakfast,Standard,6,15105.0,Train,Agent
B0532,China,Colombo,2024-05-01,3,Room Only,Deluxe,5,7402.0,Bus,Direct
B0533,UK,Colombo,2024-06-25,3,Half Board,Suite,5,8760.0,Bus,Online
B0534,Germany,Colombo,2024-08-22,4,Breakfast,Budget,6,15138.0,Bus,Direct
B0535,Australia,Negombo,2024-10-20,5,Breakfast,Suite,3,25945.0,Taxi,Online
B0536,India,Kandy,2024-04-22,4,Half Board,Budget,3,13665.0,Train,Agent
B0537,UK,Colombo,2024-08-16,5,Room Only,Suite,2,24952.0,Flight,Direct
B0538,India,Kandy,2024-01-07,4,Half Board,Deluxe,3,16432.0,Flight,Agent
B0539,Russia,Galle,2024-05-27,3,Full Board,Suite,2,8536.0,Flight,Agent
B0540,France,Negombo,2024-02-03,5,Full Board,Budget,1,24547.0,Bus,Travel Agency
B0541,Germany,Negombo,2024-04-12,3,Full Board,Deluxe,5,7984.0,Bus,Direct
B0542,UK,Galle,2024-03-19,4,Half Board,Suite,1,15461.0,Bus,Travel Agency
B0543,China,Colombo,2024-05-21,4,Room Only,Deluxe,5,14941.0,Taxi,Direct
B0544,China,Colombo,2024-09-19,5,Room Only,Deluxe,2,25408.0,Train,Direct
B0545,India,Colombo,2024-07-03,4,Half Board,Budget,3,14374.0,Flight,Agent
B0546,UK,Galle,2024-10-05,4,Half Board,Deluxe,3,15556.0,Bus,Online
B0547,UK,Colombo,2024-05-24,4,Full Board,Suite,3,16262.0,Train,Online
B0548,France,Galle,2024-10-13,5,Room Only,Suite,4,27080.0,Flight,Agent
B0549,India,Kandy,2024-08-14,5,Half Board,Standard,6,24023.0,Flight,Agent
B0550,  China  ,Colombo,2024-04-17,3,Room Only,Suite,6,8420.0,Flight,Online
B0551,India,Colombo ,2024-01-17,5,Room Only,Suite,1,27042.0,Flight,Online
B0552,UK,Colombo,2024-11-04,3,Breakfast,Standard,6,7762.0,Flight,Agent
B0553,Australia,Colombo,2024-03-23,5,Breakfast,Budget,1,26597.0,Flight,Agent
B0554,UK,Galle,2024-01-03,5,Room Only,Standard,5,26756.0,Taxi,Direct
B0555,China,Colombo,2024-06-30,4,Full Board,Standard,5,14182.0,Flight,Direct
B0556,UK,Galle,2024-12-26,4,Room Only,Budget,3,14981.0,Taxi,Direct
B0557,China,Galle,2024-04-25,5,Full Board,Deluxe,7,24639.0,Flight,Travel Agency
B0558,UK,Galle,2024-12-10,3,Full Board,Suite,5,8253.0,Flight,Online
B0559,Germany,Colombo,2024-03-27,3,Half Board,Standard,3,7520.0,Taxi,Online
B0560,Germany,Galle,2024-10-24,5,Half Board,Suite,3,24879.0,Taxi,Travel Agency
B0561,Germany,Colombo ,2024-09-07,4,Breakfast,Standard,1,13798.0,Flight,Online
B0562,UK,Kandy,2024-06-16,3,Half Board,Budget,7,7322.0,Taxi,Travel Agency
B0563,Germany,Colombo,2024-06-24,5,Room Only,Budget,4,26900.0,Flight,Travel Agency
B0564,India,Colombo,2024-03-31,5,Half Board,Standard,4,,Bus,Travel Agency
B0565,China,Galle,2024-12-16,5,Full Board,Suite,5,26771.0,Flight,Travel Agency
B0566,India,Galle,2024-05-25,4,Room Only,Budget,5,13635.0,Bus,Direct
B0567,USA,Kandy,2024-07-13,3,Full Board,Deluxe,3,7859.0,Flight,Agent
B0568,Germany,Negombo,2024-02-03,4,Room Only,Deluxe,2,13559.0,Bus,Online
B0569,Germany,Negombo,2024-05-16,3,Full Board,Budget,3,7804.0,Taxi,Direct
B0570,UK,Galle,2024-06-21,4,Half Board,Standard,5,14398.0,Taxi,Agent
B0571,USA,Galle,2024-10-01,3,Half Board,Deluxe,1,7675.0,Taxi,Agent
B0572,USA,Kandy,2024-10-30,4,Half Board,Budget,5,15903.0,Taxi,Travel Agency
B0573,China,Colombo,2024-06-02,4,Half Board,Standard,4,14706.0,Taxi,Agent
B0574,Germany,Colombo,2024-09-12,3,Full Board,Deluxe,6,8052.0,Taxi,Online
B0575,UK,Colombo,2024-12-16,4,Full Board,Suite,3,16080.0,Flight,Agent
B0576,India,Colombo,2024-12-17,5,Breakfast,Suite,2,23067.0,Train,Online
B0577,Germany,Kandy,2024-08-11,4,Room Only,Standard,2,14318.0,Flight,Direct
B0578,Germany,Kandy,2024-01-22,5,Full Board,Budget,1,26797.0,Flight,Direct
B0579,Australia,Kandy,2024-07-05,5,Room Only,Suite,7,26121.0,Train,Agent
B0580,Australia,Kandy,2024-10-24,5,Half Board,Suite,1,23690.0,Flight,Direct
B0581,India,Galle,2024-04-30,4,Breakfast,Standard,1,14025.0,Bus,Travel Agency
B0582,UK,Kandy,2024-12-24,3,Half Board,Suite,4,8292.0,Bus,Agent
B0583,France,Colombo,2024-11-06,3,Room Only,Standard,3,8084.0,Bus,Direct
B0584,Germany,Colombo,2024-08-14,4,Room Only,Suite,3,14402.0,Train,Direct
B0585,Australia,Kandy,2024-11-25,4,Room Only,Deluxe,7,13740.0,Taxi,Travel Agency
B0586,India,Kandy,2024-02-21,3,Half Board,Budget,3,7873.0,Bus,Travel Agency
B0587,China,Colombo,2024-08-15,5,Breakfast,Budget,4,23500.0,Bus,Direct
B0588,UK,Galle,2024-11-28,3,Full Board,Deluxe,4,7965.0,Train,Direct
B0589,India,Colombo,2024-02-13,4,Half Board,Standard,4,16129.0,Train,Online
B0590,China,Kandy,2024-02-15,4,Breakfast,Deluxe,6,16055.0,Flight,Travel Agency
B0591,UK,Negombo,2024-03-28,5,Room Only,Budget,6,25129.0,Taxi,Travel Agency
B0592,UK,Negombo,2024-05-16,4,Full Board,Suite,2,14793.0,Train,Agent
B0593,China,Kandy,2024-07-28,3,Room Only,Deluxe,3,7576.0,Taxi,Agent
B0594,  Germany  ,Colombo,2024-03-09,4,Full Board,Standard,6,14650.0,Taxi,Direct
B0595,UK,Negombo,2024-08-29,4,Room Only,Budget,3,15013.0,Taxi,Direct
B0596,UK,Negombo,2024-01-22,5,Breakfast,Deluxe,2,25018.0,Bus,Travel Agency
B0597,Germany,Colombo,2024-02-29,4,Room Only,Standard,4,16115.0,Bus,Direct
B0598,France,Kandy,2024-05-15,5,Half Board,Suite,2,24077.0,Taxi,Agent
