booking_id,tourist_country,hotel_city,arrival_date,hotel_stars,meal_plan,room_type,nights,price_per_night,transport_type,booking_channel,month,day_of_week,quarter,total_cost,spend_category
B0526,India,Kandy,2024-09-26,3,Full Board,Deluxe,4,8193.0,Flight,Agent,9,Thursday,3,32772.0,Medium Spender
B0527,UK,Negombo,2024-05-27,3,Room Only,Standard,3,7379.0,Train,Travel Agency,5,Monday,2,22137.0,Medium Spender
B0528,Russia,Colombo ,2024-08-01,5,Breakfast,Suite,3,24600.0,Flight,Direct,8,Thursday,3,73800.0,High Spender
B0529,France,Galle,2024-09-23,5,Half Board,Suite,5,24213.0,Bus,Travel Agency,9,Monday,3,121065.0,High Spender
B0530,France,Kandy,2024-06-04,5,Breakfast,Deluxe,2,26446.0,Train,Travel Agency,6,Tuesday,2,52892.0,High Spender
B0531,France,Colombo,2024-05-25,4,Breakfast,Standard,6,15105.0,Train,Agent,5,Saturday,2,90630.0,High Spender
B0532,China,Colombo,2024-05-01,3,Room Only,Deluxe,5,7402.0,Bus,Direct,5,Wednesday,2,37010.0,Medium Spender
B0533,UK,Colombo,2024-06-25,3,Half Board,Suite,5,8760.0,Bus,Online,6,Tuesday,2,43800.0,Medium Spender
B0534,Germany,Colombo,2024-08-22,4,Breakfast,Budget,6,15138.0,Bus,Direct,8,Thursday,3,90828.0,High Spender
B0535,Australia,Negombo,2024-10-20,5,Breakfast,Suite,3,25945.0,Taxi,Online,10,Sunday,4,77835.0,High Spender
B0536,India,Kandy,2024-04-22,4,Half Board,Budget,3,13665.0,Train,Agent,4,Monday,2,40995.0,Medium Spender
B0537,UK,Colombo,2024-08-16,5,Room Only,Suite,2,24952.0,Flight,Direct,8,Friday,3,49904.0,Medium Spender
B0538,India,Kandy,2024-01-07,4,Half Board,Deluxe,3,16432.0,Flight,Agent,1,Sunday,1,49296.0,Medium Spender
B0539,Russia,Galle,2024-05-27,3,Full Board,Suite,2,8536.0,Flight,Agent,5,Monday,2,17072.0,Low Spender
B0540,France,Negombo,2024-02-03,5,Full Board,Budget,1,24547.0,Bus,Travel Agency,2,Saturday,1,24547.0,Medium Spender
B0541,Germany,Negombo,2024-04-12,3,Full Board,Deluxe,5,7984.0,Bus,Direct,4,Friday,2,39920.0,Medium Spender
B0542,UK,Galle,2024-03-19,4,Half Board,Suite,1,15461.0,Bus,Travel Agency,3,Tuesday,1,15461.0,Low Spender
B0543,China,Colombo,2024-05-21,4,Room Only,Deluxe,5,14941.0,Taxi,Direct,5,Tuesday,2,74705.0,High Spender
B0544,China,Colombo,2024-09-19,5,Room Only,Deluxe,2,25408.0,Train,Direct,9,Thursday,3,50816.0,High Spender
B0545,India,Colombo,2024-07-03,4,Half Board,Budget,3,14374.0,Flight,Agent,7,Wednesday,3,43122.0,Medium Spender
B0546,UK,Galle,2024-10-05,4,Half Board,Deluxe,3,15556.0,Bus,Online,10,Saturday,4,46668.0,Medium Spender
B0547,UK,Colombo,2024-05-24,4,Full Board,Suite,3,16262.0,Train,Online,5,Friday,2,48786.0,Medium Spender
B0548,France,Galle,2024-10-13,5,Room Only,Suite,4,27080.0,Flight,Agent,10,Sunday,4,108320.0,High Spender
B0549,India,Kandy,2024-08-14,5,Half Board,Standard,6,24023.0,Flight,Agent,8,Wednesday,3,144138.0,High Spender
B0550,  China  ,Colombo,2024-04-17,3,Room Only,Suite,6,8420.0,Flight,Online,4,Wednesday,2,50520.0,High Spender
B0551,India,Colombo ,2024-01-17,5,Room Only,Suite,1,27042.0,Flight,Online,1,Wednesday,1,27042.0,Medium Spender
B0552,UK,Colombo,2024-11-04,3,Breakfast,Standard,6,7762.0,Flight,Agent,11,Monday,4,46572.0,Medium Spender
B0553,Australia,Colombo,2024-03-23,5,Breakfast,Budget,1,26597.0,Flight,Agent,3,Saturday,1,26597.0,Medium Spender
B0554,UK,Galle,2024-01-03,5,Room Only,Standard,5,26756.0,Taxi,Direct,1,Wednesday,1,133780.0,High Spender
B0555,China,Colombo,2024-06-30,4,Full Board,Standard,5,14182.0,Flight,Direct,6,Sunday,2,70910.0,High Spender
B0556,UK,Galle,2024-12-26,4,Room Only,Budget,3,14981.0,Taxi,Direct,12,Thursday,4,44943.0,Medium Spender
B0557,China,Galle,2024-04-25,5,Full Board,Deluxe,7,24639.0,Flight,Travel Agency,4,Thursday,2,172473.0,High Spender
B0558,UK,Galle,2024-12-10,3,Full Board,Suite,5,8253.0,Flight,Online,12,Tuesday,4,41265.0,Medium Spender
B0559,Germany,Colombo,2024-03-27,3,Half Board,Standard,3,7520.0,Taxi,Online,3,Wednesday,1,22560.0,Medium Spender
B0560,Germany,Galle,2024-10-24,5,Half Board,Suite,3,24879.0,Taxi,Travel Agency,10,Thursday,4,74637.0,High Spender
B0561,Germany,Colombo ,2024-09-07,4,Breakfast,Standard,1,13798.0,Flight,Online,9,Saturday,3,13798.0,Low Spender
B0562,UK,Kandy,2024-06-16,3,Half Board,Budget,7,7322.0,Taxi,Travel Agency,6,Sunday,2,51254.0,High Spender
B0563,Germany,Colombo,2024-06-24,5,Room Only,Budget,4,26900.0,Flight,Travel Agency,6,Monday,2,107600.0,High Spender
B0565,China,Galle,2024-12-16,5,Full Board,Suite,5,26771.0,Flight,Travel Agency,12,Monday,4,133855.0,High Spender
B0566,India,Galle,2024-05-25,4,Room Only,Budget,5,13635.0,Bus,Direct,5,Saturday,2,68175.0,High Spender
B0567,USA,Kandy,2024-07-13,3,Full Board,Deluxe,3,7859.0,Flight,Agent,7,Saturday,3,23577.0,Medium Spender
B0568,Germany,Negombo,2024-02-03,4,Room Only,Deluxe,2,13559.0,Bus,Online,2,Saturday,1,27118.0,Medium Spender
B0569,Germany,Negombo,2024-05-16,3,Full Board,Budget,3,7804.0,Taxi,Direct,5,Thursday,2,23412.0,Medium Spender
B0570,UK,Galle,2024-06-21,4,Half Board,Standard,5,14398.0,Taxi,Agent,6,Friday,2,71990.0,High Spender
B0571,USA,Galle,2024-10-01,3,Half Board,Deluxe,1,7675.0,Taxi,Agent,10,Tuesday,4,7675.0,Low Spender
B0572,USA,Kandy,2024-10-30,4,Half Board,Budget,5,15903.0,Taxi,Travel Agency,10,Wednesday,4,79515.0,High Spender
B0573,China,Colombo,2024-06-02,4,Half Board,Standard,4,14706.0,Taxi,Agent,6,Sunday,2,58824.0,High Spender
B0574,Germany,Colombo,2024-09-12,3,Full Board,Deluxe,6,8052.0,Taxi,Online,9,Thursday,3,48312.0,Medium Spender
B0575,UK,Colombo,2024-12-16,4,Full Board,Suite,3,16080.0,Flight,Agent,12,Monday,4,48240.0,Medium Spender
B0576,India,Colombo,2024-12-17,5,Breakfast,Suite,2,23067.0,Train,Online,12,Tuesday,4,46134.0,Medium Spender
B0577,Germany,Kandy,2024-08-11,4,Room Only,Standard,2,14318.0,Flight,Direct,8,Sunday,3,28636.0,Medium Spender
B0578,Germany,Kandy,2024-01-22,5,Full Board,Budget,1,26797.0,Flight,Direct,1,Monday,1,26797.0,Medium Spender
B0579,Australia,Kandy,2024-07-05,5,Room Only,Suite,7,26121.0,Train,Agent,7,Friday,3,182847.0,High Spender
B0580,Australia,Kandy,2024-10-24,5,Half Board,Suite,1,23690.0,Flight,Direct,10,Thursday,4,23690.0,Medium Spender
B0581,India,Galle,2024-04-30,4,Breakfast,Standard,1,14025.0,Bus,Travel Agency,4,Tuesday,2,14025.0,Low Spender
B0582,UK,Kandy,2024-12-24,3,Half Board,Suite,4,8292.0,Bus,Agent,12,Tuesday,4,33168.0,Medium Spender
B0583,France,Colombo,2024-11-06,3,Room Only,Standard,3,8084.0,Bus,Direct,11,Wednesday,4,24252.0,Medium Spender
B0584,Germany,Colombo,2024-08-14,4,Room Only,Suite,3,14402.0,Train,Direct,8,Wednesday,3,43206.0,Medium Spender
B0585,Australia,Kandy,2024-11-25,4,Room Only,Deluxe,7,13740.0,Taxi,Travel Agency,11,Monday,4,96180.0,High Spender
B0586,India,Kandy,2024-02-21,3,Half Board,Budget,3,7873.0,Bus,Travel Agency,2,Wednesday,1,23619.0,Medium Spender
B0587,China,Colombo,2024-08-15,5,Breakfast,Budget,4,23500.0,Bus,Direct,8,Thursday,3,94000.0,High Spender
B0588,UK,Galle,2024-11-28,3,Full Board,Deluxe,4,7965.0,Train,Direct,11,Thursday,4,31860.0,Medium Spender
B0589,India,Colombo,2024-02-13,4,Half Board,Standard,4,16129.0,Train,Online,2,Tuesday,1,64516.0,High Spender
B0590,China,Kandy,2024-02-15,4,Breakfast,Deluxe,6,16055.0,Flight,Travel Agency,2,Thursday,1,96330.0,High Spender
B0591,UK,Negombo,2024-03-28,5,Room Only,Budget,6,25129.0,Taxi,Travel Agency,3,Thursday,1,150774.0,High Spender
B0592,UK,Negombo,2024-05-16,4,Full Board,Suite,2,14793.0,Train,Agent,5,Thursday,2,29586.0,Medium Spender
B0593,China,Kandy,2024-07-28,3,Room Only,Deluxe,3,7576.0,Taxi,Agent,7,Sunday,3,22728.0,Medium Spender
B0594,  Germany  ,Colombo,2024-03-09,4,Full Board,Standard,6,14650.0,Taxi,Direct,3,Saturday,1,87900.0,High Spender
B0595,UK,Negombo,2024-08-29,4,Room Only,Budget,3,15013.0,Taxi,Direct,8,Thursday,3,45039.0,Medium Spender
B0596,UK,Negombo,2024-01-22,5,Breakfast,Deluxe,2,25018.0,Bus,Travel Agency,1,Monday,1,50036.0,High Spender
B0597,Germany,Colombo,2024-02-29,4,Room Only,Standard,4,16115.0,Bus,Direct,2,Thursday,1,64460.0,High Spender
B0598,France,Kandy,2024-05-15,5,Half Board,Suite,2,24077.0,Taxi,Agent,5,Wednesday,2,48154.0,Medium Spender
B0599,China,Kandy,2024-04-06,3,Room Only,Standard,2,7257.0,Bus,Agent,4,Saturday,2,14514.0,Low Spender
B0600,Russia,Negombo,2024-01-21,4,Half Board,Suite,4,14978.0,Train,Online,1,Sunday,1,59912.0,High Spender
B0601,India,Galle,2024-09-17,4,Breakfast,Budget,5,15800.0,Train,Travel Agency,9,Tuesday,3,79000.0,High Spender
B0602,Germany,Colombo ,2024-06-17,3,Half Board,Budget,4,7797.0,Flight,Direct,6,Monday,2,31188.0,Medium Spender
B0603,France,Galle,2024-08-20,5,Half Board,Budget,3,27348.0,Taxi,Direct,8,Tuesday,3,82044.0,High Spender
B0604,  Australia  ,Galle,2024-03-07,3,Room Only,Deluxe,3,8477.0,Flight,Travel Agency,3,Thursday,1,25431.0,Medium Spender
B0605,UK,Galle,2024-07-23,3,Room Only,Standard,2,7821.0,Taxi,Direct,7,Tuesday,3,15642.0,Low Spender
B0606,UK,Colombo,2024-08-09,5,Half Board,Standard,3,25827.0,Bus,Agent,8,Friday,3,77481.0,High Spender
B0607,  Germany  ,Kandy,2024-08-04,3,Full Board,Deluxe,5,7498.0,Taxi,Online,8,Sunday,3,37490.0,Medium Spender
B0608,Germany,Colombo ,2024-12-17,5,Breakfast,Suite,5,25647.0,Flight,Direct,12,Tuesday,4,128235.0,High Spender
B0609,France,Colombo,2024-03-06,5,Half Board,Standard,5,24638.0,Flight,Online,3,Wednesday,1,123190.0,High Spender
B0610,Germany,Kandy,2024-08-25,5,Half Board,Deluxe,3,25427.0,Flight,Online,8,Sunday,3,76281.0,High Spender
B0611,USA,Galle,2024-01-24,3,Full Board,Deluxe,3,8139.0,Taxi,Travel Agency,1,Wednesday,1,24417.0,Medium Spender
B0612,Russia,Negombo ,2024-04-05,3,Breakfast,Budget,6,8771.0,Bus,Online,4,Friday,2,52626.0,High Spender
B0613,India,Colombo,2024-12-01,4,Full Board,Suite,7,15473.0,Taxi,Direct,12,Sunday,4,108311.0,High Spender
B0614,India,Galle ,2024-12-19,5,Full Board,Deluxe,1,23125.0,Flight,Agent,12,Thursday,4,23125.0,Medium Spender
B0615,Russia,Negombo,2024-04-17,4,Breakfast,Standard,4,16026.0,Train,Online,4,Wednesday,2,64104.0,High Spender
B0616,Germany,Colombo,2024-03-26,3,Full Board,Suite,4,7231.0,Taxi,Agent,3,Tuesday,1,28924.0,Medium Spender
B0617,France,Colombo,2024-01-05,3,Full Board,Suite,7,7993.0,Bus,Online,1,Friday,1,55951.0,High Spender
B0618,Germany,Kandy,2024-12-13,4,Breakfast,Budget,5,13557.0,Bus,Online,12,Friday,4,67785.0,High Spender
B0619,Australia,Colombo,2024-11-14,5,Half Board,Suite,6,24681.0,Train,Direct,11,Thursday,4,148086.0,High Spender
B0620,India,Kandy,2024-10-27,5,Half Board,Suite,2,26915.0,Taxi,Travel Agency,10,Sunday,4,53830.0,High Spender
B0621,USA,Galle,2024-03-23,5,Breakfast,Deluxe,6,26246.0,Taxi,Agent,3,Saturday,1,157476.0,High Spender
B0622,Germany,Galle,2024-09-09,4,Breakfast,Standard,5,13641.0,Flight,Direct,9,Monday,3,68205.0,High Spender
B0623,UK,Galle,2024-09-14,3,Room Only,Deluxe,4,7382.0,Train,Online,9,Saturday,3,29528.0,Medium Spender
B0624,Russia,Galle,2024-01-24,5,Half Board,Standard,7,25950.0,Flight,Online,1,Wednesday,1,181650.0,High Spender
B0625,Germany,Galle,2024-02-26,3,Room Only,Budget,5,7368.0,Flight,Agent,2,Monday,1,36840.0,Medium Spender
B0626,India,Kandy,2024-09-16,4,Room Only,Standard,6,14591.0,Train,Online,9,Monday,3,87546.0,High Spender
B0627,India,Galle,2024-05-05,4,Half Board,Deluxe,5,14013.0,Bus,Direct,5,Sunday,2,70065.0,High Spender
B0628,China,Colombo,2024-09-28,4,Breakfast,Standard,7,14786.0,Taxi,Travel Agency,9,Saturday,3,103502.0,High Spender
B0629,China,Negombo,2024-08-14,3,Room Only,Budget,1,7741.0,Taxi,Agent,8,Wednesday,3,7741.0,Low Spender
B0630,UK,Negombo ,2024-03-18,5,Room Only,Deluxe,4,24510.0,Bus,Direct,3,Monday,1,98040.0,High Spender
B0631,India,Kandy,2024-03-16,5,Full Board,Suite,6,23525.0,Taxi,Direct,3,Saturday,1,141150.0,High Spender
B0632,India,Colombo,2024-06-03,3,Room Only,Deluxe,4,8360.0,Train,Direct,6,Monday,2,33440.0,Medium Spender
B0633,India,Colombo,2024-11-21,3,Room Only,Budget,7,8063.0,Bus,Agent,11,Thursday,4,56441.0,High Spender
B0634,India,Kandy,2024-01-31,4,Half Board,Deluxe,1,13643.0,Flight,Travel Agency,1,Wednesday,1,13643.0,Low Spender
B0635,Germany,Negombo,2024-10-24,5,Breakfast,Deluxe,3,23922.0,Train,Travel Agency,10,Thursday,4,71766.0,High Spender
B0636,  India  ,Kandy,2024-07-03,4,Room Only,Standard,6,14777.0,Taxi,Online,7,Wednesday,3,88662.0,High Spender
B0637,UK,Colombo,2024-02-09,4,Full Board,Suite,7,14291.0,Taxi,Travel Agency,2,Friday,1,100037.0,High Spender
B0638,Australia,Galle,2024-08-01,3,Breakfast,Standard,4,8337.0,Train,Online,8,Thursday,3,33348.0,Medium Spender
B0639,UK,Colombo,2024-10-13,4,Room Only,Suite,1,13862.0,Bus,Online,10,Sunday,4,13862.0,Low Spender
B0640,India,Kandy,2024-05-30,4,Room Only,Standard,2,15851.0,Taxi,Online,5,Thursday,2,31702.0,Medium Spender
B0641,India,Colombo,2024-09-07,3,Room Only,Deluxe,1,8592.0,Taxi,Travel Agency,9,Saturday,3,8592.0,Low Spender
B0642,Australia,Galle,2024-08-31,5,Breakfast,Standard,5,25682.0,Taxi,Travel Agency,8,Saturday,3,128410.0,High Spender
B0643,UK,Kandy,2024-11-15,4,Full Board,Standard,4,14516.0,Flight,Travel Agency,11,Friday,4,58064.0,High Spender
B0644,France,Galle,2024-10-19,5,Half Board,Budget,6,25296.0,Train,Online,10,Saturday,4,151776.0,High Spender
B0645,  USA  ,Kandy,2024-01-10,3,Breakfast,Budget,3,8458.0,Train,Travel Agency,1,Wednesday,1,25374.0,Medium Spender
B0646,India,Kandy,2024-09-08,3,Half Board,Suite,2,7863.0,Bus,Travel Agency,9,Sunday,3,15726.0,Low Spender
B0647,  UK  ,Colombo,2024-03-14,3,Half Board,Budget,2,7690.0,Taxi,Agent,3,Thursday,1,15380.0,Low Spender
B0648,UK,Galle,2024-06-01,4,Room Only,Deluxe,2,14738.0,Bus,Direct,6,Saturday,2,29476.0,Medium Spender
B0649,UK,Colombo,2024-11-01,5,Breakfast,Suite,5,26261.0,Taxi,Online,11,Friday,4,131305.0,High Spender
B0650,Germany,Colombo,2024-01-15,4,Breakfast,Budget,3,15162.0,Flight,Agent,1,Monday,1,45486.0,Medium Spender
B0651,UK,Kandy,2024-08-16,3,Breakfast,Standard,3,8064.0,Train,Agent,8,Friday,3,24192.0,Medium Spender
B0652,Australia,Kandy,2024-01-01,4,Half Board,Standard,1,13680.0,Taxi,Direct,1,Monday,1,13680.0,Low Spender
B0653,  India  ,Kandy,2024-11-19,3,Half Board,Budget,2,8382.0,Flight,Direct,11,Tuesday,4,16764.0,Low Spender
B0654,France,Galle,2024-05-23,4,Breakfast,Deluxe,6,16336.0,Bus,Travel Agency,5,Thursday,2,98016.0,High Spender
B0655,India,Colombo,2024-11-02,4,Room Only,Standard,6,16266.0,Taxi,Online,11,Saturday,4,97596.0,High Spender
B0656,India,Negombo,2024-12-26,4,Full Board,Budget,7,16130.0,Flight,Online,12,Thursday,4,112910.0,High Spender
B0657,India,Colombo,2024-07-11,5,Half Board,Suite,2,26695.0,Flight,Online,7,Thursday,3,53390.0,High Spender
B0658,India,Colombo,2024-01-11,4,Half Board,Standard,1,15948.0,Bus,Agent,1,Thursday,1,15948.0,Low Spender
B0659,India,Colombo,2024-12-26,5,Breakfast,Budget,2,27421.0,Taxi,Online,12,Thursday,4,54842.0,High Spender
B0660,Germany,Kandy,2024-12-03,5,Breakfast,Budget,5,23141.0,Flight,Agent,12,Tuesday,4,115705.0,High Spender
B0661,UK,Kandy,2024-05-20,3,Room Only,Deluxe,6,8096.0,Taxi,Online,5,Monday,2,48576.0,Medium Spender
B0662,Australia,Colombo,2024-06-14,4,Full Board,Deluxe,1,15540.0,Taxi,Travel Agency,6,Friday,2,15540.0,Low Spender
B0663,Australia,Colombo,2024-05-22,4,Full Board,Deluxe,1,14675.0,Bus,Online,5,Wednesday,2,14675.0,Low Spender
B0664,Russia,Colombo ,2024-12-19,4,Room Only,Standard,2,13993.0,Bus,Online,12,Thursday,4,27986.0,Medium Spender
B0665,Germany,Galle,2024-10-30,5,Half Board,Deluxe,2,23039.0,Train,Direct,10,Wednesday,4,46078.0,Medium Spender
B0666,Germany,Colombo,2024-02-07,5,Full Board,Budget,6,24732.0,Flight,Online,2,Wednesday,1,148392.0,High Spender
B0667,  India  ,Negombo,2024-12-21,3,Breakfast,Budget,7,7907.0,Bus,Travel Agency,12,Saturday,4,55349.0,High Spender
B0668,Germany,Colombo,2024-07-14,4,Room Only,Suite,2,16093.0,Flight,Travel Agency,7,Sunday,3,32186.0,Medium Spender
B0669,France,Kandy,2024-06-22,5,Room Only,Suite,5,24140.0,Train,Online,6,Saturday,2,120700.0,High Spender
B0670,UK,Galle,2024-04-09,5,Breakfast,Deluxe,3,24605.0,Taxi,Agent,4,Tuesday,2,73815.0,High Spender
B0671,UK,Colombo,2024-08-11,5,Half Board,Deluxe,5,26926.0,Train,Agent,8,Sunday,3,134630.0,High Spender
B0672,India,Negombo,2024-09-22,5,Breakfast,Budget,2,25035.0,Flight,Travel Agency,9,Sunday,3,50070.0,High Spender
B0673,China,Colombo,2024-02-05,4,Breakfast,Suite,6,15575.0,Taxi,Direct,2,Monday,1,93450.0,High Spender
B0674,India,Colombo,2024-06-17,3,Room Only,Suite,7,8656.0,Taxi,Agent,6,Monday,2,60592.0,High Spender
B0675,China,Kandy,2024-04-19,3,Full Board,Deluxe,7,8384.0,Train,Travel Agency,4,Friday,2,58688.0,High Spender
B0676,India,Colombo,2024-01-16,5,Room Only,Standard,3,24702.0,Bus,Online,1,Tuesday,1,74106.0,High Spender
B0677,  India  ,Colombo,2024-05-14,5,Breakfast,Deluxe,7,25272.0,Train,Agent,5,Tuesday,2,176904.0,High Spender
B0678,Australia,Colombo,2024-12-12,3,Full Board,Budget,3,8697.0,Bus,Travel Agency,12,Thursday,4,26091.0,Medium Spender
B0679,China,Negombo,2024-11-15,4,Room Only,Budget,2,16148.0,Train,Agent,11,Friday,4,32296.0,Medium Spender
B0680,India,Kandy,2024-11-21,3,Room Only,Standard,7,8056.0,Train,Direct,11,Thursday,4,56392.0,High Spender
B0681,India,Colombo,2024-09-17,5,Full Board,Standard,6,22907.0,Taxi,Online,9,Tuesday,3,137442.0,High Spender
B0682,Australia,Galle,2024-07-10,4,Full Board,Standard,3,15637.0,Taxi,Travel Agency,7,Wednesday,3,46911.0,Medium Spender
B0683,China,Galle,2024-11-28,3,Breakfast,Standard,2,7923.0,Train,Travel Agency,11,Thursday,4,15846.0,Low Spender
B0684,India,Colombo ,2024-07-10,4,Room Only,Standard,7,13752.0,Taxi,Direct,7,Wednesday,3,96264.0,High Spender
B0685,Germany,Colombo,2024-08-18,4,Full Board,Suite,3,15913.0,Bus,Direct,8,Sunday,3,47739.0,Medium Spender
B0686,UK,Kandy,2024-07-02,3,Half Board,Budget,7,7642.0,Train,Online,7,Tuesday,3,53494.0,High Spender
B0687,Germany,Colombo,2024-12-11,4,Half Board,Deluxe,6,15946.0,Bus,Agent,12,Wednesday,4,95676.0,High Spender
B0688,Russia,Galle,2024-10-05,4,Room Only,Deluxe,3,15966.0,Taxi,Travel Agency,10,Saturday,4,47898.0,Medium Spender
B0689,UK,Galle,2024-03-17,4,Breakfast,Standard,6,15747.0,Taxi,Agent,3,Sunday,1,94482.0,High Spender
B0690,USA,Galle,2024-08-24,4,Room Only,Deluxe,7,14063.0,Taxi,Agent,8,Saturday,3,98441.0,High Spender
B0691,UK,Colombo,2024-03-06,4,Room Only,Suite,7,15476.0,Bus,Direct,3,Wednesday,1,108332.0,High Spender
B0692,USA,Galle,2024-12-19,5,Half Board,Deluxe,5,22616.0,Flight,Agent,12,Thursday,4,113080.0,High Spender
B0693,India,Kandy,2024-11-04,5,Full Board,Suite,2,27243.0,Flight,Travel Agency,11,Monday,4,54486.0,High Spender
B0694,  Germany  ,Kandy,2024-06-04,3,Breakfast,Budget,6,8084.0,Flight,Travel Agency,6,Tuesday,2,48504.0,Medium Spender
B0695,Australia,Kandy,2024-04-15,3,Half Board,Budget,4,7291.0,Flight,Agent,4,Monday,2,29164.0,Medium Spender
B0696,India,Negombo,2024-03-07,5,Full Board,Suite,6,22843.0,Train,Agent,3,Thursday,1,137058.0,High Spender
B0697,France,Galle,2024-03-22,5,Half Board,Standard,5,26083.0,Taxi,Direct,3,Friday,1,130415.0,High Spender
B0698,India,Galle,2024-11-05,3,Half Board,Suite,4,7940.0,Flight,Online,11,Tuesday,4,31760.0,Medium Spender
B0699,Germany,Galle,2024-12-30,4,Full Board,Standard,4,14247.0,Taxi,Travel Agency,12,Monday,4,56988.0,High Spender
B0700,China,Colombo,2024-12-23,3,Breakfast,Standard,3,8612.0,Bus,Online,12,Monday,4,25836.0,Medium Spender
B0701,UK,Kandy,2024-10-10,3,Half Board,Budget,7,7368.0,Bus,Travel Agency,10,Thursday,4,51576.0,High Spender
B0702,  Germany  ,Kandy,2024-02-07,5,Full Board,Suite,3,26229.0,Train,Travel Agency,2,Wednesday,1,78687.0,High Spender
B0703,USA,Colombo,2024-12-09,5,Full Board,Suite,4,22841.0,Train,Travel Agency,12,Monday,4,91364.0,High Spender
B0704,  France  ,Colombo,2024-01-10,5,Room Only,Standard,3,23120.0,Taxi,Agent,1,Wednesday,1,69360.0,High Spender
B0705,China,Colombo,2024-07-02,3,Breakfast,Budget,6,8051.0,Taxi,Online,7,Tuesday,3,48306.0,Medium Spender
B0706,China,Galle,2024-02-22,4,Half Board,Suite,1,15294.0,Flight,Travel Agency,2,Thursday,1,15294.0,Low Spender
B0707,India,Colombo,2024-02-16,3,Full Board,Budget,1,7739.0,Train,Online,2,Friday,1,7739.0,Low Spender
B0708,USA,Galle,2024-03-26,5,Breakfast,Budget,4,25062.0,Bus,Direct,3,Tuesday,1,100248.0,High Spender
B0709,UK,Kandy,2024-08-07,3,Breakfast,Standard,1,7770.0,Train,Online,8,Wednesday,3,7770.0,Low Spender
B0710,India,Kandy,2024-02-03,5,Half Board,Deluxe,1,22836.0,Train,Travel Agency,2,Saturday,1,22836.0,Medium Spender
B0711,Russia,Colombo,2024-10-01,5,Breakfast,Deluxe,1,25499.0,Taxi,Agent,10,Tuesday,4,25499.0,Medium Spender
B0712,Australia,Colombo,2024-12-07,4,Room Only,Deluxe,1,15325.0,Taxi,Travel Agency,12,Saturday,4,15325.0,Low Spender
B0713,Germany,Galle ,2024-01-07,3,Room Only,Budget,3,7578.0,Taxi,Agent,1,Sunday,1,22734.0,Medium Spender
B0714,India,Colombo,2024-03-18,4,Breakfast,Budget,2,16270.0,Taxi,Direct,3,Monday,1,32540.0,Medium Spender
B0715,USA,Colombo,2024-07-31,5,Half Board,Budget,2,26734.0,Bus,Direct,7,Wednesday,3,53468.0,High Spender
B0716,  Australia  ,Galle,2024-05-07,5,Breakfast,Suite,5,24108.0,Taxi,Online,5,Tuesday,2,120540.0,High Spender
B0717,Russia,Colombo,2024-03-13,3,Breakfast,Budget,2,8148.0,Train,Agent,3,Wednesday,1,16296.0,Low Spender
B0718,Germany,Colombo,2024-04-11,3,Full Board,Standard,5,7598.0,Bus,Travel Agency,4,Thursday,2,37990.0,Medium Spender
B0719,France,Kandy,2024-07-03,4,Full Board,Standard,4,14824.0,Taxi,Agent,7,Wednesday,3,59296.0,High Spender
B0720,UK,Kandy,2024-02-12,4,Breakfast,Standard,3,14641.0,Bus,Travel Agency,2,Monday,1,43923.0,Medium Spender
B0721,Germany,Colombo,2024-08-28,3,Breakfast,Standard,1,7220.0,Bus,Travel Agency,8,Wednesday,3,7220.0,Low Spender
B0722,India,Galle,2024-07-15,4,Half Board,Budget,4,16154.0,Flight,Travel Agency,7,Monday,3,64616.0,High Spender
B0723,USA,Negombo,2024-06-27,5,Full Board,Deluxe,6,22788.0,Taxi,Travel Agency,6,Thursday,2,136728.0,High Spender
B0724,UK,Galle,2024-11-19,5,Room Only,Standard,3,25527.0,Train,Direct,11,Tuesday,4,76581.0,High Spender
B0725,China,Colombo,2024-02-29,3,Full Board,Suite,6,8137.0,Flight,Agent,2,Thursday,1,48822.0,Medium Spender
B0726,India,Galle,2024-09-13,5,Full Board,Deluxe,6,24558.0,Flight,Online,9,Friday,3,147348.0,High Spender
B0727,  India  ,Colombo,2024-04-17,5,Full Board,Deluxe,1,27435.0,Taxi,Online,4,Wednesday,2,27435.0,Medium Spender
B0728,India,Kandy,2024-05-27,5,Full Board,Standard,2,24373.0,Train,Agent,5,Monday,2,48746.0,Medium Spender
B0729,UK,Kandy,2024-04-18,3,Breakfast,Budget,6,7492.0,Train,Direct,4,Thursday,2,44952.0,Medium Spender
B0730,  India  ,Negombo ,2024-02-25,5,Breakfast,Budget,3,22928.0,Flight,Direct,2,Sunday,1,68784.0,High Spender
B0731,UK,Kandy,2024-02-21,3,Room Only,Deluxe,7,8728.0,Flight,Online,2,Wednesday,1,61096.0,High Spender
B0732,India,Kandy,2024-05-16,4,Full Board,Deluxe,5,14788.0,Bus,Direct,5,Thursday,2,73940.0,High Spender
B0733,Australia,Galle,2024-07-12,5,Room Only,Deluxe,7,24151.0,Flight,Online,7,Friday,3,169057.0,High Spender
B0734,USA,Negombo,2024-03-12,3,Room Only,Deluxe,6,8402.0,Train,Direct,3,Tuesday,1,50412.0,High Spender
B0735,France,Kandy,2024-12-04,3,Room Only,Deluxe,1,8214.0,Flight,Direct,12,Wednesday,4,8214.0,Low Spender
B0736,Germany,Galle,2024-02-11,4,Full Board,Suite,6,16071.0,Flight,Travel Agency,2,Sunday,1,96426.0,High Spender
